8000	14.1	8.8	15.0	13.7	10.3
16000	25.1	20.8	20.2	20.2	15.6
24000	28.1	23.4	22.7	22.3	17.1
32000	29.7	25.9	24.9	24.4	18.4
40000	31.1	27.1	26.0	25.2	19.3
48000	31.5	28.0	26.9	26.2	20.1
56000	32.5	29.0	28.1	27.2	20.9
64000	33.1	29.7	28.6	27.7	21.3
72000	33.5	30.1	28.9	28.0	21.4
80000	33.5	30.3	29.1	28.2	22.2
88000	33.6	30.5	29.3	28.5	22.3
96000	33.9	30.9	29.9	28.8	22.7
104000	34.2	31.0	29.9	28.9	22.7
112000	34.6	31.5	30.3	29.5	23.0
120000	34.8	31.4	30.4	29.4	23.2
128000	35.1	31.8	30.7	29.8	23.2
136000	35.0	32.2	31.1	29.9	23.6
144000	35.4	32.4	31.2	29.9	23.7
152000	35.3	32.8	31.7	30.5	23.9
160000	35.6	32.6	31.5	30.3	23.9
168000	35.5	33.0	31.9	30.4	24.0
176000	35.5	32.8	31.8	30.5	24.2
184000	35.7	32.9	31.6	30.5	24.3
192000	35.8	33.1	31.9	30.6	24.5
200000	35.9	33.1	32.2	30.8	24.7
208000	36.1	33.5	32.4	31.0	24.8
216000	36.2	33.7	32.6	31.0	24.9
224000	36.3	33.8	32.8	31.3	24.5
232000	36.3	33.8	32.6	31.3	25.0
240000	36.3	33.9	32.6	31.3	25.1
248000	36.4	34.1	33.0	31.7	25.4
256000	36.4	33.9	32.7	31.5	25.3
264000	36.5	34.0	32.8	31.5	25.4
272000	36.6	34.1	33.0	31.7	25.6
280000	36.4	34.2	33.0	31.8	25.6
288000	36.4	34.1	33.0	31.5	25.5
296000	36.6	34.0	33.1	31.7	25.6
304000	36.9	34.2	33.3	31.8	25.7
312000	36.7	34.1	33.1	31.8	25.8
320000	36.7	34.4	33.4	32.1	25.9
328000	37.0	34.7	33.6	32.2	25.9
336000	36.7	34.6	33.3	32.0	26.0
344000	37.2	34.9	33.8	32.4	25.9
352000	37.0	34.6	33.4	32.2	26.1
360000	37.0	34.8	33.7	32.3	26.1
368000	36.9	34.6	33.6	32.2	26.1
376000	37.1	34.9	33.7	32.3	26.1
384000	36.9	34.7	33.6	32.3	26.2
392000	37.3	35.1	33.9	32.4	26.0
400000	37.3	34.7	33.7	32.3	26.2
408000	37.4	35.2	34.2	32.7	26.2
416000	37.1	34.9	33.8	32.3	26.3
424000	37.5	35.2	34.0	32.6	26.4
432000	37.4	35.4	34.1	32.7	26.4
440000	37.4	34.9	34.1	32.6	26.6
448000	37.4	35.2	34.1	32.7	26.4
456000	37.4	35.4	34.3	32.7	26.5
464000	37.5	35.3	34.4	32.9	26.6
472000	37.6	35.3	34.3	32.8	26.7
480000	37.6	35.6	34.5	33.0	26.4
488000	37.5	35.2	34.5	33.0	26.5
496000	37.7	35.5	34.3	32.8	26.6
504000	37.6	35.4	34.4	32.9	26.7
512000	37.7	35.6	34.5	33.0	26.8
520000	37.6	35.4	34.3	32.9	26.6
528000	37.7	35.9	34.7	33.0	26.6
536000	37.9	35.8	34.8	33.3	26.8
544000	37.8	35.6	34.7	33.1	26.8
552000	37.7	35.5	34.5	33.1	26.7
560000	37.7	35.5	34.6	33.2	26.8
568000	38.1	36.0	34.9	33.5	26.6
576000	37.9	35.7	34.6	33.1	26.8
584000	38.0	35.9	35.0	33.5	26.7
592000	38.0	35.9	34.7	33.2	26.8
600000	37.8	35.9	34.8	33.5	26.9
608000	38.0	35.7	35.1	33.4	27.0
616000	37.9	35.8	34.8	33.3	27.0
624000	37.9	35.9	34.8	33.2	27.0
632000	38.1	36.0	35.0	33.5	27.0
640000	38.0	35.9	34.8	33.4	27.0
648000	38.0	36.1	35.0	33.5	27.2
656000	38.1	36.0	35.0	33.5	27.1
664000	38.0	36.1	35.0	33.6	27.0
672000	38.1	36.3	35.1	33.7	27.0
680000	38.1	36.1	35.0	33.6	27.2
688000	38.1	36.2	35.3	33.7	27.0
696000	38.1	36.2	35.2	33.6	27.2
704000	38.2	36.1	35.2	33.7	27.4
712000	38.2	36.1	35.2	33.7	27.4
720000	38.2	36.2	35.2	33.6	27.3
728000		36.1	35.2	33.7	27.3
736000		36.2	35.3	33.8	27.3
744000		36.2	35.2	33.7	27.4
752000		35.9	35.0	33.7	27.2
760000		36.2	35.1	33.7	27.4
768000		36.3	35.2	33.7	27.3
776000		36.3	35.5	33.9	27.4
784000		36.3	35.3	33.7	27.5
792000		36.1	35.3	33.8	27.5
800000		36.4	35.5	34.0	27.2
808000		36.4	35.5	34.1	27.5
816000		36.5	35.6	34.0	27.3
824000		36.3	35.4	33.8	27.6
320000		36.5	35.5	34.0	25.9
328000		36.6	35.6	34.2	25.9
336000		36.7	35.5	34.1	26.0
344000		36.4	35.4	34.1	25.9
352000		36.4	35.3	33.7	26.1
360000		36.4	35.4	33.9	26.1
368000		36.5	35.5	34.0	26.1
376000		36.5	35.6	34.0	26.1
384000		36.4	35.5	34.0	26.2
392000		36.5	35.6	34.2	26.0
400000		36.8	35.7	34.3	26.2
408000		36.5	35.6	34.2	26.2
416000		36.6	35.6	34.2	26.3
424000		36.5	35.5	34.0	26.4
432000		36.9	35.8	34.3	26.4
440000		36.6	35.6	34.2	26.6
448000		36.6	35.6	34.3	26.4
456000		36.8	35.8	34.3	26.5
464000			35.8	34.4	26.6
472000			35.8	34.3	26.7
480000			35.9	34.4	26.4
488000			36.0	34.6	26.5
496000			35.8	34.4	26.6
504000			35.8	34.3	26.7
512000			36.0	34.5	26.8
520000			35.9	34.3	26.6
528000			35.9	34.3	26.6
536000			36.1	34.6	26.8
544000			36.1	34.5	26.8
552000			35.9	34.4	26.7
560000			36.0	34.4	26.8
568000			35.8		26.6
576000					26.8
584000					26.7
592000					26.8
600000					26.9
608000					27.0
616000					27.0
624000					27.0
632000					27.0
640000					27.0
648000					27.2
656000					27.1
664000					27.0
672000					27.0
680000					27.2
688000					27.0
696000					27.2
704000					27.4
712000					27.4
720000					27.3
728000					27.3
736000					27.3
744000					27.4
752000					27.2
760000					27.4
768000					27.3
776000					27.4
784000					27.5
792000					27.5
800000					27.2
808000					27.5
816000					27.3
824000					27.6
832000					27.3
840000					27.4
848000					27.4
856000					27.6
864000					27.5
872000					27.6
880000					27.6
888000					27.5
896000					27.6
904000					27.7
912000					27.6
920000					27.6
928000					27.6
936000					27.6
944000					27.5
952000					27.7
960000					27.7
968000					27.7
976000					27.8
984000					27.7
992000					27.7
1000000					27.7
1008000					27.7
1016000					27.9
1024000					27.7
1032000					27.9
1040000					27.9
1048000					27.9
1056000					27.8
1064000					27.8
1072000					27.8
1080000					27.8
1088000					27.9
1096000					28.0
1104000					28.0
1112000					28.0
1120000					27.8
1128000					27.9
1136000					27.9
1144000					27.9
1152000					27.8
1160000					28.0
1168000					27.9
